"","root","type","domain","rank_I","rank_II","rank_III","rank_IV","rank_V","rank_VI","rank_VII","rank_VIII","rank_IX","rank_X","rank_XI"
"ASV5774","root","Main genome","Eukaryota","SAR","Stramenopiles","Sagenista","Labyrinthulomycetes","Thraustochytriales order incertae sedis","Thraustochytriales","Thraustochytriaceae","Thraustochytriaceae_unclassified","Thraustochytriaceae_unclassified","Thraustochytriaceae_unclassified","Thraustochytriaceae_unclassified"
"ASV5778","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified"
"ASV5803","root","Main genome","Eukaryota","Hacrobia","Centroheliozoa","Centroheliozoa X","Centroheliozoa XX","Centroheliozoa XXX","Centroheliozoa XXXX","Centroheliozoa XXXX_unclassified","Centroheliozoa XXXX_unclassified","Centroheliozoa XXXX_unclassified","Centroheliozoa XXXX_unclassified","Centroheliozoa XXXX_unclassified"
"ASV5808","root","Main genome","Eukaryota","Excavata","Discoba","Heterolobosea phylum incertae sedis","Heterolobosea","Heterolobosea X","Heterolobosea XX (order)","Heterolobosea XX (order)_unclassified","Heterolobosea XX (order)_unclassified","Heterolobosea XX (order)_unclassified","Heterolobosea XX (order)_unclassified","Heterolobosea XX (order)_unclassified"
"ASV5810","root","Main genome","Eukaryota","Amorphea","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_unclassified","Pleosporales_unclassified","Pleosporales_unclassified","Pleosporales_unclassified","Pleosporales_unclassified","Pleosporales_unclassified"
"ASV5813","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Spirotrichea","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified"
"ASV5825","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Spirotrichea","Oxytrichidae","Oxytricha family incertae sedis","Oxytricha","Oxytricha saltans","Oxytricha saltans_unclassified","Oxytricha saltans_unclassified","Oxytricha saltans_unclassified"
"ASV5826","root","Main genome","Eukaryota","Amorphea","Fungi","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytridiaceae","Chytridiaceae_unclassified","Chytridiaceae_unclassified","Chytridiaceae_unclassified","Chytridiaceae_unclassified","Chytridiaceae_unclassified"
"ASV5827","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Endomyxa","Vampyrellida","Vampyrellida_unclassified","Vampyrellida_unclassified","Vampyrellida_unclassified","Vampyrellida_unclassified","Vampyrellida_unclassified","Vampyrellida_unclassified"
"ASV5836","root","Main genome","Eukaryota","SAR","Stramenopiles","Pseudofungi","Oomycota","Oomycota_unclassified","Oomycota_unclassified","Oomycota_unclassified","Oomycota_unclassified","Oomycota_unclassified","Oomycota_unclassified","Oomycota_unclassified"
"ASV5838","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Novel-clade-10-12","Novel-clade-12","NC12A-lineage","NC12A-lineage_unclassified","NC12A-lineage_unclassified","NC12A-lineage_unclassified","NC12A-lineage_unclassified","NC12A-lineage_unclassified"
"ASV5841","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified"
"ASV5845","root","Main genome","Eukaryota","SAR","Stramenopiles","Sagenista","Labyrinthulomycetes","Labyrinthulomycetes_unclassified","Labyrinthulomycetes_unclassified","Labyrinthulomycetes_unclassified","Labyrinthulomycetes_unclassified","Labyrinthulomycetes_unclassified","Labyrinthulomycetes_unclassified","Labyrinthulomycetes_unclassified"
"ASV5850","root","Main genome","Eukaryota","Excavata","Discoba","Kinetoplastida phylum incertae sedis","Kinetoplastida class incertae sedis","Kinetoplastida","Neobodonid (family)","Rhynchomonas","Rhynchomonas_unclassified","Rhynchomonas_unclassified","Rhynchomonas_unclassified","Rhynchomonas_unclassified"
"ASV5855","root","Main genome","Eukaryota","Amorphea","Metazoa","Nematoda","Chromadorea","Monhysterida","Linhomoeidae","Linhomoeidae_unclassified","Linhomoeidae_unclassified","Linhomoeidae_unclassified","Linhomoeidae_unclassified","Linhomoeidae_unclassified"
"ASV5859","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified"
"ASV5863","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified"
"ASV5868","root","Main genome","Eukaryota","Amorphea","Metazoa","Arthropoda","Maxillopoda","Harpacticoida","Harpacticoida_unclassified","Harpacticoida_unclassified","Harpacticoida_unclassified","Harpacticoida_unclassified","Harpacticoida_unclassified","Harpacticoida_unclassified"
"ASV5871","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Araphid-pennate","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified"
"ASV5872","root","Main genome","Eukaryota","Amorphea","Fungi","Cryptomycota","Cryptomycota_unclassified","Cryptomycota_unclassified","Cryptomycota_unclassified","Cryptomycota_unclassified","Cryptomycota_unclassified","Cryptomycota_unclassified","Cryptomycota_unclassified","Cryptomycota_unclassified"
"ASV5881","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Araphid-pennate","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified"
"ASV5882","root","Main genome","Eukaryota","SAR","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified"
"ASV5883","root","Main genome","Eukaryota","SAR","Alveolata","Apicomplexa","Gregarinomorphea","Eugregarinorida","Eugregarinorida_unclassified","Eugregarinorida_unclassified","Eugregarinorida_unclassified","Eugregarinorida_unclassified","Eugregarinorida_unclassified","Eugregarinorida_unclassified"
"ASV5885","root","Main genome","Eukaryota","Amorphea","Metazoa","Nemertea","Enopla","Monostilifera","Tetrastemmatidae","Tetrastemmatidae_unclassified","Tetrastemmatidae_unclassified","Tetrastemmatidae_unclassified","Tetrastemmatidae_unclassified","Tetrastemmatidae_unclassified"
"ASV5892","root","Main genome","Eukaryota","Amorphea","Amoebozoa","Lobosa","Tubulinea","Leptomyxida","Flabellulidae","Paraflabellula","Paraflabellula_unclassified","Paraflabellula_unclassified","Paraflabellula_unclassified","Paraflabellula_unclassified"
"ASV5893","root","Main genome","Eukaryota","Excavata","Discoba","Diplonemea","Diplonemea_unclassified","Diplonemea_unclassified","Diplonemea_unclassified","Diplonemea_unclassified","Diplonemea_unclassified","Diplonemea_unclassified","Diplonemea_unclassified","Diplonemea_unclassified"
"ASV5896","root","Main genome","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Ulvophyceae","Cladophorales","Cladophorales X","Cladophora","Cladophora_unclassified","Cladophora_unclassified","Cladophora_unclassified","Cladophora_unclassified"
"ASV5897","root","Main genome","Eukaryota","Amorphea","Metazoa","Annelida","Polychaeta","Spionida","Spionidae","Spio","Spio_unclassified","Spio_unclassified","Spio_unclassified","Spio_unclassified"
"ASV5898","root","Main genome","Eukaryota","Amorphea","Metazoa","Nematoda","Chromadorea","Monhysterida","Monhysterida_unclassified","Monhysterida_unclassified","Monhysterida_unclassified","Monhysterida_unclassified","Monhysterida_unclassified","Monhysterida_unclassified"
"ASV5904","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Polar-centric-Mediophyceae","Polar-centric-Mediophyceae_unclassified","Polar-centric-Mediophyceae_unclassified","Polar-centric-Mediophyceae_unclassified","Polar-centric-Mediophyceae_unclassified","Polar-centric-Mediophyceae_unclassified","Polar-centric-Mediophyceae_unclassified"
"ASV5906","root","Main genome","Eukaryota","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified"
"ASV5910","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Spirotrichea","Euplotia","Euplotidae","Euplotes","Euplotes_unclassified","Euplotes_unclassified","Euplotes_unclassified","Euplotes_unclassified"
"ASV5914","root","Main genome","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Ulvophyceae","Ulvales-relatives","Ulvales-relatives X","Ulvales-relatives X_unclassified","Ulvales-relatives X_unclassified","Ulvales-relatives X_unclassified","Ulvales-relatives X_unclassified","Ulvales-relatives X_unclassified"
"ASV5918","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified"
"ASV5923","root","Main genome","Eukaryota","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified"
"ASV5925","root","Main genome","Eukaryota","SAR","Stramenopiles","Sagenista","Labyrinthulomycetes","Labyrinthulales","Labyrinthulales_unclassified","Labyrinthulales_unclassified","Labyrinthulales_unclassified","Labyrinthulales_unclassified","Labyrinthulales_unclassified","Labyrinthulales_unclassified"
"ASV5926","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Filosa-Imbricatea","Filosa-Imbricatea_unclassified","Filosa-Imbricatea_unclassified","Filosa-Imbricatea_unclassified","Filosa-Imbricatea_unclassified","Filosa-Imbricatea_unclassified","Filosa-Imbricatea_unclassified","Filosa-Imbricatea_unclassified"
"ASV5935","root","Main genome","Eukaryota","Amorphea","Metazoa","Kinorhyncha","Cyclorhagida class incertae sedis","Cyclorhagida","Echinoderidae","Echinoderes","Echinoderes_unclassified","Echinoderes_unclassified","Echinoderes_unclassified","Echinoderes_unclassified"
"ASV5938","root","Main genome","Eukaryota","SAR","Rhizaria","Radiolaria","Acantharea","Acantharea_unclassified","Acantharea_unclassified","Acantharea_unclassified","Acantharea_unclassified","Acantharea_unclassified","Acantharea_unclassified","Acantharea_unclassified"
"ASV5942","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae X","Phaeophyceae XX","Phaeophyceae XX_unclassified","Phaeophyceae XX_unclassified","Phaeophyceae XX_unclassified","Phaeophyceae XX_unclassified","Phaeophyceae XX_unclassified"
"ASV5948","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified"
"ASV5951","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Araphid-pennate","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified"
"ASV5953","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified"
"ASV5956","root","Main genome","Eukaryota","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified"
"ASV5958","root","Main genome","Eukaryota","SAR","Alveolata","Alveolata_unclassified","Alveolata_unclassified","Alveolata_unclassified","Alveolata_unclassified","Alveolata_unclassified","Alveolata_unclassified","Alveolata_unclassified","Alveolata_unclassified","Alveolata_unclassified"
"ASV5959","root","Main genome","Eukaryota","Amorphea","Metazoa","Platyhelminthes","Trematoda class incertae sedis","Trematoda","Digenea family incertae sedis","Digenea","Opisthorchiida","Opisthorchiida_unclassified","Opisthorchiida_unclassified","Opisthorchiida_unclassified"
"ASV5970","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Oligohymenophorea","Peritrichia 1","Trichodinidae","Trichodina 2","Trichodina 2 sp.","Trichodina 2 sp._unclassified","Trichodina 2 sp._unclassified","Trichodina 2 sp._unclassified"
"ASV5974","root","Main genome","Eukaryota","SAR","Stramenopiles","Sagenista","Labyrinthulomycetes","Labyrinthulales","Labyrinthulaceae","Labyrinthulaceae_unclassified","Labyrinthulaceae_unclassified","Labyrinthulaceae_unclassified","Labyrinthulaceae_unclassified","Labyrinthulaceae_unclassified"
"ASV5981","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Spirotrichea","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified"
"ASV5982","root","Main genome","Eukaryota","Excavata","Discoba","Kinetoplastida phylum incertae sedis","Kinetoplastida class incertae sedis","Kinetoplastida class incertae sedis_unclassified","Kinetoplastida class incertae sedis_unclassified","Kinetoplastida class incertae sedis_unclassified","Kinetoplastida class incertae sedis_unclassified","Kinetoplastida class incertae sedis_unclassified","Kinetoplastida class incertae sedis_unclassified","Kinetoplastida class incertae sedis_unclassified"
"ASV5985","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Cariacotrichea","Cariacotrichea X","Cariacotrichea XX","Cariacotrichea XXX","Cariacotrichea XXX sp.","Cariacotrichea XXX sp._unclassified","Cariacotrichea XXX sp._unclassified","Cariacotrichea XXX sp._unclassified"
"ASV5987","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified","Cercozoa_unclassified"
"ASV5990","root","Main genome","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_unclassified","Chlamydomonadales_unclassified","Chlamydomonadales_unclassified","Chlamydomonadales_unclassified","Chlamydomonadales_unclassified","Chlamydomonadales_unclassified"
"ASV6000","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Heterotrichea","Peritromidae order incertae sedis","Peritromidae","Peritromidae_unclassified","Peritromidae_unclassified","Peritromidae_unclassified","Peritromidae_unclassified","Peritromidae_unclassified"
"ASV6002","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified"
"ASV6009","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Haplosporida","Haplosporidiidae order incertae sedis","Haplosporidiidae","Haplosporidium","Haplosporidium edule","Haplosporidium edule_unclassified","Haplosporidium edule_unclassified","Haplosporidium edule_unclassified"
"ASV6012","root","Main genome","Eukaryota","SAR","Stramenopiles","Stramenopiles_unclassified","Stramenopiles_unclassified","Stramenopiles_unclassified","Stramenopiles_unclassified","Stramenopiles_unclassified","Stramenopiles_unclassified","Stramenopiles_unclassified","Stramenopiles_unclassified","Stramenopiles_unclassified"
"ASV6016","root","Main genome","Eukaryota","Excavata","Discoba","Kinetoplastida phylum incertae sedis","Kinetoplastida class incertae sedis","Kinetoplastida","Neobodonid (family)","Neobodo","Neobodo_unclassified","Neobodo_unclassified","Neobodo_unclassified","Neobodo_unclassified"
"ASV6028","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Oligohymenophorea","Pleuronematidae 2","Pleuronema 2","Pleuronema 2_unclassified","Pleuronema 2_unclassified","Pleuronema 2_unclassified","Pleuronema 2_unclassified","Pleuronema 2_unclassified"
"ASV6029","root","Main genome","Eukaryota","SAR","Stramenopiles","Pseudofungi","Oomycota","Oomycota_unclassified","Oomycota_unclassified","Oomycota_unclassified","Oomycota_unclassified","Oomycota_unclassified","Oomycota_unclassified","Oomycota_unclassified"
"ASV6032","root","Main genome","Eukaryota","Archaeplastida","Rhodophyta","Rhodophyta (phylum)","Florideophyceae","Florideophyceae_unclassified","Florideophyceae_unclassified","Florideophyceae_unclassified","Florideophyceae_unclassified","Florideophyceae_unclassified","Florideophyceae_unclassified","Florideophyceae_unclassified"
"ASV6037","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Litostomatea","Litostomatea_unclassified","Litostomatea_unclassified","Litostomatea_unclassified","Litostomatea_unclassified","Litostomatea_unclassified","Litostomatea_unclassified","Litostomatea_unclassified"
"ASV6040","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Chlorarachniophyceae","Chlorarachnida","Chlorarachnida X","Chlorarachnida X_unclassified","Chlorarachnida X_unclassified","Chlorarachnida X_unclassified","Chlorarachnida X_unclassified","Chlorarachnida X_unclassified"
"ASV6043","root","Main genome","Eukaryota","Amorphea","Metazoa","Cnidaria","Hydrozoa","Hydrozoa_unclassified","Hydrozoa_unclassified","Hydrozoa_unclassified","Hydrozoa_unclassified","Hydrozoa_unclassified","Hydrozoa_unclassified","Hydrozoa_unclassified"
"ASV6045","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Endomyxa","Vampyrellida","Vampyrellida_unclassified","Vampyrellida_unclassified","Vampyrellida_unclassified","Vampyrellida_unclassified","Vampyrellida_unclassified","Vampyrellida_unclassified"
"ASV6047","root","Main genome","Eukaryota","SAR","Alveolata","Apicomplexa","Apicomplexa_unclassified","Apicomplexa_unclassified","Apicomplexa_unclassified","Apicomplexa_unclassified","Apicomplexa_unclassified","Apicomplexa_unclassified","Apicomplexa_unclassified","Apicomplexa_unclassified"
"ASV6048","root","Main genome","Eukaryota","SAR","Alveolata","Alveolata_unclassified","Alveolata_unclassified","Alveolata_unclassified","Alveolata_unclassified","Alveolata_unclassified","Alveolata_unclassified","Alveolata_unclassified","Alveolata_unclassified","Alveolata_unclassified"
"ASV6052","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Ventricleftida","CCW10-lineage","CCW10-lineage X","CCW10-lineage X sp.","CCW10-lineage X sp._unclassified","CCW10-lineage X sp._unclassified","CCW10-lineage X sp._unclassified"
"ASV6061","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Oligohymenophorea","Peritrichia 2","Sessilida","Sessilida_unclassified","Sessilida_unclassified","Sessilida_unclassified","Sessilida_unclassified","Sessilida_unclassified"
"ASV6064","root","Main genome","Eukaryota","Excavata","Discoba","Euglenida","Euglenida_unclassified","Euglenida_unclassified","Euglenida_unclassified","Euglenida_unclassified","Euglenida_unclassified","Euglenida_unclassified","Euglenida_unclassified","Euglenida_unclassified"
"ASV6069","root","Main genome","Eukaryota","Amorphea","Choanoflagellida","Choanoflagellida (phylum)","Choanoflagellatea","Craspedida","Monosigidae Group M","Monosigidae Group M X","Monosigidae Group M X sp.","Monosigidae Group M X sp._unclassified","Monosigidae Group M X sp._unclassified","Monosigidae Group M X sp._unclassified"
"ASV6074","root","Main genome","Eukaryota","Amorphea","Fungi","Chytridiomycota","Chytridiomycetes","Chytridiomycetes_unclassified","Chytridiomycetes_unclassified","Chytridiomycetes_unclassified","Chytridiomycetes_unclassified","Chytridiomycetes_unclassified","Chytridiomycetes_unclassified","Chytridiomycetes_unclassified"
"ASV6075","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Ciliophora_unclassified","Ciliophora_unclassified","Ciliophora_unclassified","Ciliophora_unclassified","Ciliophora_unclassified","Ciliophora_unclassified","Ciliophora_unclassified","Ciliophora_unclassified"
"ASV6077","root","Main genome","Eukaryota","Amorphea","Metazoa","Cnidaria","Anthozoa","Actiniaria","Actinostolidae","Anthosactis","Anthosactis janmayeni","Anthosactis janmayeni_unclassified","Anthosactis janmayeni_unclassified","Anthosactis janmayeni_unclassified"
"ASV6078","root","Main genome","Eukaryota","Excavata","Discoba","Euglenida","Petalomonadales class incertae sedis","Petalomonadales","Petalomonadales_unclassified","Petalomonadales_unclassified","Petalomonadales_unclassified","Petalomonadales_unclassified","Petalomonadales_unclassified","Petalomonadales_unclassified"
"ASV6096","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae X","Phaeophyceae XX","Phaeophyceae XX_unclassified","Phaeophyceae XX_unclassified","Phaeophyceae XX_unclassified","Phaeophyceae XX_unclassified","Phaeophyceae XX_unclassified"
"ASV6111","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Campylodiscus","Campylodiscus thuretii family incertae sedis","Campylodiscus thuretii genus incertae sedis","Campylodiscus thuretii","Campylodiscus thuretii_unclassified","Campylodiscus thuretii_unclassified","Campylodiscus thuretii_unclassified"
"ASV6114","root","Main genome","Eukaryota","Excavata","Discoba","Diplonemea","Diplonemea_unclassified","Diplonemea_unclassified","Diplonemea_unclassified","Diplonemea_unclassified","Diplonemea_unclassified","Diplonemea_unclassified","Diplonemea_unclassified","Diplonemea_unclassified"
"ASV6115","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Litostomatea","Pleurostomatida","Pleurostomatida X","Pleurostomatida X_unclassified","Pleurostomatida X_unclassified","Pleurostomatida X_unclassified","Pleurostomatida X_unclassified","Pleurostomatida X_unclassified"
"ASV6119","root","Main genome","Eukaryota","Amorphea","Fungi","Cryptomycota","LKM11","LKM11_unclassified","LKM11_unclassified","LKM11_unclassified","LKM11_unclassified","LKM11_unclassified","LKM11_unclassified","LKM11_unclassified"
"ASV6124","root","Main genome","Eukaryota","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified"
"ASV6127","root","Main genome","Eukaryota","Archaeplastida","Glaucophyta kingdom incertae sedis","Glaucophyta","Glaucocystophyceae","Glaucocystophytes","Glaucocystophytes_unclassified","Glaucocystophytes_unclassified","Glaucocystophytes_unclassified","Glaucocystophytes_unclassified","Glaucocystophytes_unclassified","Glaucocystophytes_unclassified"
"ASV6128","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Heterotrichea","Condylostomatidae","Chattonidium family incertae sedis","Chattonidium family incertae sedis_unclassified","Chattonidium family incertae sedis_unclassified","Chattonidium family incertae sedis_unclassified","Chattonidium family incertae sedis_unclassified","Chattonidium family incertae sedis_unclassified"
"ASV6131","root","Main genome","Eukaryota","SAR","Stramenopiles","Stramenopiles_unclassified","Stramenopiles_unclassified","Stramenopiles_unclassified","Stramenopiles_unclassified","Stramenopiles_unclassified","Stramenopiles_unclassified","Stramenopiles_unclassified","Stramenopiles_unclassified","Stramenopiles_unclassified"
"ASV6132","root","Main genome","Eukaryota","Amorphea","Metazoa","Nematoda","Chromadorea","Monhysterida","Monhysterida_unclassified","Monhysterida_unclassified","Monhysterida_unclassified","Monhysterida_unclassified","Monhysterida_unclassified","Monhysterida_unclassified"
"ASV6135","root","Main genome","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified","Dinophyceae_unclassified"
"ASV6139","root","Main genome","Eukaryota","Hacrobia","Centroheliozoa","Centroheliozoa X","Centroheliozoa XX","Centroheliozoa XXX","Centroheliozoa XXXX","Centroheliozoa XXXX_unclassified","Centroheliozoa XXXX_unclassified","Centroheliozoa XXXX_unclassified","Centroheliozoa XXXX_unclassified","Centroheliozoa XXXX_unclassified"
"ASV6141","root","Main genome","Eukaryota","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified"
"ASV6158","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified"
"ASV6162","root","Main genome","Eukaryota","Hacrobia","Hacrobia_unclassified","Hacrobia_unclassified","Hacrobia_unclassified","Hacrobia_unclassified","Hacrobia_unclassified","Hacrobia_unclassified","Hacrobia_unclassified","Hacrobia_unclassified","Hacrobia_unclassified","Hacrobia_unclassified"
"ASV6164","root","Main genome","Eukaryota","SAR","Alveolata","Dinoflagellata","Syndiniales class incertae sedis","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1 X","Dino-Group-II-Clade-1 X sp.","Dino-Group-II-Clade-1 X sp._unclassified","Dino-Group-II-Clade-1 X sp._unclassified"
"ASV6165","root","Main genome","Eukaryota","Amorphea","Metazoa","Bryozoa","Gymnolaemata","Cheilostomatida","Cheilostomatida_unclassified","Cheilostomatida_unclassified","Cheilostomatida_unclassified","Cheilostomatida_unclassified","Cheilostomatida_unclassified","Cheilostomatida_unclassified"
"ASV6167","root","Main genome","Eukaryota","SAR","Stramenopiles","Sagenista","Labyrinthulomycetes","Thraustochytriales order incertae sedis","Thraustochytriales","Thraustochytriaceae","Thraustochytriaceae_unclassified","Thraustochytriaceae_unclassified","Thraustochytriaceae_unclassified","Thraustochytriaceae_unclassified"
"ASV6172","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Endomyxa","Vampyrellida","Vampyrellida_unclassified","Vampyrellida_unclassified","Vampyrellida_unclassified","Vampyrellida_unclassified","Vampyrellida_unclassified","Vampyrellida_unclassified"
"ASV6173","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Endomyxa","Vampyrellida","Vampyrellida_unclassified","Vampyrellida_unclassified","Vampyrellida_unclassified","Vampyrellida_unclassified","Vampyrellida_unclassified","Vampyrellida_unclassified"
"ASV6188","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Oligohymenophorea","Frontoniidae 1","Frontoniidae 1_unclassified","Frontoniidae 1_unclassified","Frontoniidae 1_unclassified","Frontoniidae 1_unclassified","Frontoniidae 1_unclassified","Frontoniidae 1_unclassified"
"ASV6202","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Oligohymenophorea","Peritrichia 2","Sessilida","Sessilida_unclassified","Sessilida_unclassified","Sessilida_unclassified","Sessilida_unclassified","Sessilida_unclassified"
